diaName,signalName,StartMeter,EndMeter
回862,館浜上り出発4R,76.7832,382.0938
回862,上り閉塞6,382.0938,579.421
回862,上り閉塞8,579.421,1068.7732
回862,駒野上り場内1RA,1068.7732,1487.6417
回862,駒野上り場内2RA,1487.6417,1793.1667
回862,駒野上り出発4R,1793.1667,2404.747
回862,上り閉塞26,2404.747,2860.956
回862,上り閉塞30,2860.956,3461.6309
回862,上り閉塞36,3461.6309,4108.5156
回862,上り閉塞42,4108.5156,4711.8306
回862,上り閉塞48,4711.8306,5402.2026
回862,上り閉塞56,5402.2026,6081.424
回862,上り閉塞62,6081.424,6682.4365
回862,上り閉塞68,6682.4365,7236.779
回862,上り閉塞74,7236.779,7657.777
回862,津崎上り場内1RA,7657.777,8053.593
回862,津崎上り出発3R,8053.593,8448.467
回862,上り閉塞86,8448.467,8953.444
回862,上り閉塞92,8953.444,9319.924
回862,浜園上り場内1R,9319.924,9546.27
回862,浜園上り出発2R,9546.27,10127.782
回862,上り閉塞102,10127.782,10687.832
回862,上り閉塞108,10687.832,11284.002
回862,上り閉塞114,11284.002,11837.8545
回862,上り閉塞120,11837.8545,12202.014
回862,上り閉塞124,12202.014,12647.571
回862,新野崎上り場内1RA,12647.571,13025.593
回862,新野崎上り出発12R,13025.593,13438.837
回862,上り閉塞136,13438.837,13922.869
回862,上り閉塞142,13922.869,14388.541
回862,上り閉塞146,14388.541,14888.899
回862,江ノ原検車区上り場内1RC,14888.899,15341.32
