diaName,signalName,StartMeter,EndMeter
767,新野崎入換101L,5.091797,264.5505
767,新野崎入換104L,264.5505,410.2414
767,新野崎下り出発2L,410.2414,961.33325
767,下り閉塞123,961.33325,1557.9431
767,下り閉塞117,1557.9431,2159.9568
767,下り閉塞111,2159.9568,2716.858
767,下り閉塞105,2716.858,3039.7937
767,下り閉塞103,3039.7937,3496.0442
767,浜園下り場内2L,3496.0442,3864.8665
767,浜園下り出発1L,3864.8665,4435.265
767,下り閉塞89,4435.265,4980.003
767,津崎下り場内3LB,4980.003,5344.52
767,津崎下り出発2L,5344.52,5858.9043
767,下り閉塞75,5858.9043,6231.556
767,下り閉塞71,6231.556,6629.7236
767,下り閉塞67,6629.7236,7315.345
767,下り閉塞59,7315.345,7879.5947
767,下り閉塞55,7879.5947,8380.062
767,下り閉塞49,8380.062,8879.001
767,下り閉塞45,8879.001,9280.295
767,下り閉塞41,9280.295,9916.262
767,下り閉塞35,9916.262,10602.636
767,下り閉塞27,10602.636,11115.119
767,駒野下り場内11LA,11115.119,11616.007
767,駒野下り出発2L,11616.007,12042.672
767,駒野下り出発1L,12042.672,12355.165
767,下り閉塞9,12355.165,12596.333
767,下り閉塞7,12596.333,12848.089
767,館浜下り場内1L,12848.089,13271.42
