diaName,signalName,StartMeter,EndMeter
1202A,館浜上り出発1R,14.99523,313.147
1202A,上り閉塞6,313.147,510.08252
1202A,上り閉塞8,510.08252,999.4315
1202A,駒野上り場内1RA,999.4315,1418.3059
1202A,駒野上り場内2RA,1418.3059,1723.8433
1202A,駒野上り出発4R,1723.8433,2335.4153
1202A,上り閉塞26,2335.4153,2791.625
1202A,上り閉塞30,2791.625,3392.2903
1202A,上り閉塞36,3392.2903,4039.1711
1202A,上り閉塞42,4039.1711,4642.4873
1202A,上り閉塞48,4642.4873,5332.862
1202A,上り閉塞56,5332.862,6012.086
1202A,上り閉塞62,6012.086,6613.071
1202A,上り閉塞68,6613.071,7167.4165
1202A,上り閉塞74,7167.4165,7588.3745
1202A,津崎上り場内1RA,7588.3745,7984.2285
1202A,津崎上り出発3R,7984.2285,8379.107
1202A,上り閉塞86,8379.107,8884.074
1202A,上り閉塞92,8884.074,9250.535
1202A,浜園上り場内1R,9250.535,9476.898
1202A,浜園上り出発2R,9476.898,10058.408
1202A,上り閉塞102,10058.408,10618.454
1202A,上り閉塞108,10618.454,11214.629
1202A,上り閉塞114,11214.629,11768.478
1202A,上り閉塞120,11768.478,12132.646
1202A,上り閉塞124,12132.646,12578.128
1202A,新野崎上り場内1RA,12578.128,12956.186
1202A,新野崎上り出発12R,12956.186,13369.416
1202A,上り閉塞136,13369.416,13853.42
1202A,上り閉塞142,13853.42,14319.117
1202A,上り閉塞146,14319.117,14818.859
1202A,江ノ原検車区上り場内1RA,14818.859,15323.299
1202A,上り閉塞156,15323.299,15528.742
1202A,大道寺上り場内1R,15528.742,15733.919
1202A,大道寺上り場内2R,15733.919,15879.75
