diaName,signalName,StartMeter,EndMeter
654K,館浜上り出発2R,14.97035,313.565
654K,上り閉塞6,313.565,510.4368
654K,上り閉塞8,510.4368,999.7959
654K,駒野上り場内1RA,999.7959,1418.6648
654K,駒野上り場内2RA,1418.6648,1724.1958
654K,駒野上り出発4R,1724.1958,2335.7744
654K,上り閉塞26,2335.7744,2791.9644
654K,上り閉塞30,2791.9644,3392.6548
654K,上り閉塞36,3392.6548,4039.5325
654K,上り閉塞42,4039.5325,4642.8364
654K,上り閉塞48,4642.8364,5333.213
654K,上り閉塞56,5333.213,6012.446
654K,上り閉塞62,6012.446,6613.453
654K,上り閉塞68,6613.453,7167.7915
654K,上り閉塞74,7167.7915,7588.776
654K,津崎上り場内1RA,7588.776,7984.5967
654K,津崎上り出発3R,7984.5967,8379.49
654K,上り閉塞86,8379.49,8884.44
654K,上り閉塞92,8884.44,9250.917
654K,浜園上り場内1R,9250.917,9477.273
654K,浜園上り出発2R,9477.273,10058.782
654K,上り閉塞102,10058.782,10618.83
654K,上り閉塞108,10618.83,11215.016
654K,上り閉塞114,11215.016,11768.881
654K,上り閉塞120,11768.881,12133.046
654K,上り閉塞124,12133.046,12578.533
654K,新野崎上り場内1RA,12578.533,12956.581
654K,新野崎上り出発12R,12956.581,13369.817
654K,上り閉塞136,13369.817,13853.787
654K,上り閉塞142,13853.787,14319.52
654K,上り閉塞146,14319.52,14819.227
654K,江ノ原検車区上り場内1RA,14819.227,15323.705
654K,上り閉塞156,15323.705,15529.154
654K,大道寺上り場内1R,15529.154,15734.316
654K,大道寺上り場内2R,15734.316,15879.06
