diaName,signalName,StartMeter,EndMeter
回607A,江ノ原検車区下り出発2L,4.415312,277.66418
回607A,下り閉塞151,277.66418,796.873
回607A,下り閉塞145,796.873,1078.606
回607A,下り閉塞143,1078.606,1572.5637
回607A,下り閉塞137,1572.5637,1930.2068
回607A,新野崎下り場内5LA,1930.2068,2258.3044
回607A,新野崎下り場内3L,2258.3044,2404.4216
回607A,新野崎下り出発1L,2404.4216,2954.4033
回607A,下り閉塞123,2954.4033,3551.036
回607A,下り閉塞117,3551.036,4153.0273
回607A,下り閉塞111,4153.0273,4709.9214
回607A,下り閉塞105,4709.9214,5032.865
回607A,下り閉塞103,5032.865,5489.123
回607A,浜園下り場内2L,5489.123,5857.9487
回607A,浜園下り出発1L,5857.9487,6428.3506
回607A,下り閉塞89,6428.3506,6972.4785
回607A,津崎下り場内3LA,6972.4785,7338.926
回607A,津崎下り出発1L,7338.926,7854.1504
回607A,下り閉塞75,7854.1504,8226.803
回607A,下り閉塞71,8226.803,8624.962
回607A,下り閉塞67,8624.962,9310.61
回607A,下り閉塞59,9310.61,9874.835
回607A,下り閉塞55,9874.835,10375.312
回607A,下り閉塞49,10375.312,10874.243
回607A,下り閉塞45,10874.243,11275.55
回607A,下り閉塞41,11275.55,11911.505
回607A,下り閉塞35,11911.505,12597.861
回607A,下り閉塞27,12597.861,13110.36
回607A,駒野下り場内11LA,13110.36,13611.266
回607A,駒野下り出発2L,13611.266,14037.858
回607A,駒野下り出発1L,14037.858,14350.361
回607A,下り閉塞9,14350.361,14591.491
回607A,下り閉塞7,14591.491,14843.243
回607A,館浜下り場内1L,14843.243,15242.23
