diaName,signalName,StartMeter,EndMeter
1260,館浜上り出発4R,56.43579,361.75732
1260,上り閉塞6,361.75732,559.0738
1260,上り閉塞8,559.0738,1048.4303
1260,駒野上り場内1RA,1048.4303,1467.2932
1260,駒野上り場内2RA,1467.2932,1772.828
1260,駒野上り出発4R,1772.828,2384.4058
1260,上り閉塞26,2384.4058,2840.599
1260,上り閉塞30,2840.599,3441.2886
1260,上り閉塞36,3441.2886,4088.173
1260,上り閉塞42,4088.173,4691.4927
1260,上り閉塞48,4691.4927,5381.8633
1260,上り閉塞56,5381.8633,6061.0723
1260,上り閉塞62,6061.0723,6662.0703
1260,上り閉塞68,6662.0703,7216.417
1260,上り閉塞74,7216.417,7637.433
1260,津崎上り場内1RA,7637.433,8033.223
1260,津崎上り出発3R,8033.223,8428.099
1260,上り閉塞86,8428.099,8933.088
1260,上り閉塞92,8933.088,9299.569
1260,浜園上り場内1R,9299.569,9525.925
1260,浜園上り出発2R,9525.925,10107.402
1260,上り閉塞102,10107.402,10667.456
1260,上り閉塞108,10667.456,11263.632
1260,上り閉塞114,11263.632,11817.492
1260,上り閉塞120,11817.492,12181.637
1260,上り閉塞124,12181.637,12627.457
1260,新野崎上り場内1RB,12627.457,13006.919
1260,新野崎入換111R,13006.919,13333.87
