diaName,signalName,StartMeter,EndMeter
581,大道寺入換112L,8.860675,129.30252
581,大道寺入換110LC,129.30252,266.86017
581,大道寺入換103L,266.86017,409.27252
581,大道寺下り出発1L,409.27252,954.6631
581,江ノ原検車区下り場内1LA,954.6631,1241.1764
581,下り閉塞151,1241.1764,1760.0966
581,下り閉塞145,1760.0966,2041.8324
581,下り閉塞143,2041.8324,2535.7974
581,下り閉塞137,2535.7974,2893.3381
581,新野崎下り場内5LA,2893.3381,3221.5273
581,新野崎下り場内3L,3221.5273,3367.6487
581,新野崎下り出発1L,3367.6487,3917.6345
581,下り閉塞123,3917.6345,4514.2256
581,下り閉塞117,4514.2256,5116.2603
581,下り閉塞111,5116.2603,5673.153
581,下り閉塞105,5673.153,5996.088
581,下り閉塞103,5996.088,6452.344
581,浜園下り場内2L,6452.344,6821.1567
581,浜園下り出発1L,6821.1567,7391.571
581,下り閉塞89,7391.571,7935.7617
581,津崎下り場内3LA,7935.7617,8302.142
581,津崎下り出発1L,8302.142,8817.38
581,下り閉塞75,8817.38,9190.014
581,下り閉塞71,9190.014,9588.175
581,下り閉塞67,9588.175,10273.797
581,下り閉塞59,10273.797,10838.038
581,下り閉塞55,10838.038,11338.5205
581,下り閉塞49,11338.5205,11837.468
581,下り閉塞45,11837.468,12238.752
581,下り閉塞41,12238.752,12874.729
581,下り閉塞35,12874.729,13561.096
581,下り閉塞27,13561.096,14073.603
581,駒野下り場内11LA,14073.603,14574.472
581,駒野下り出発2L,14574.472,15001.107
581,駒野下り出発1L,15001.107,15313.61
581,下り閉塞9,15313.61,15554.781
581,下り閉塞7,15554.781,15806.474
581,館浜下り場内1LC,15806.474,16287.55
