diaName,signalName,StartMeter,EndMeter
592C,館浜上り出発3R,77.66745,382.1164
592C,上り閉塞6,382.1164,578.99036
592C,上り閉塞8,578.99036,1068.345
592C,駒野上り場内1RA,1068.345,1487.2147
592C,駒野上り場内2RA,1487.2147,1792.7504
592C,駒野上り出発4R,1792.7504,2404.3333
592C,上り閉塞26,2404.3333,2860.525
592C,上り閉塞30,2860.525,3461.2095
592C,上り閉塞36,3461.2095,4108.0986
592C,上り閉塞42,4108.0986,4711.414
592C,上り閉塞48,4711.414,5401.772
592C,上り閉塞56,5401.772,6080.9824
592C,上り閉塞62,6080.9824,6682.004
592C,上り閉塞68,6682.004,7236.3438
592C,上り閉塞74,7236.3438,7657.289
592C,津崎上り場内1RA,7657.289,8053.1562
592C,津崎上り出発3R,8053.1562,8448.03
592C,上り閉塞86,8448.03,8953
592C,上り閉塞92,8953,9319.488
592C,浜園上り場内1R,9319.488,9545.8545
592C,浜園上り出発2R,9545.8545,10127.363
592C,上り閉塞102,10127.363,10687.416
592C,上り閉塞108,10687.416,11283.574
592C,上り閉塞114,11283.574,11837.428
592C,上り閉塞120,11837.428,12201.591
592C,上り閉塞124,12201.591,12647.122
592C,新野崎上り場内1RA,12647.122,13025.182
592C,新野崎上り出発12R,13025.182,13438.406
592C,上り閉塞136,13438.406,13922.373
592C,上り閉塞142,13922.373,14388.102
592C,上り閉塞146,14388.102,14887.804
592C,江ノ原検車区上り場内1RA,14887.804,15392.281
592C,上り閉塞156,15392.281,15597.726
592C,大道寺上り場内1R,15597.726,15802.8955
592C,大道寺上り場内2R,15802.8955,15895.44
