diaName,signalName,StartMeter,EndMeter
回980,館浜上り出発3R,16.70475,320.9132
回980,上り閉塞6,320.9132,517.7956
回980,上り閉塞8,517.7956,1007.1488
回980,駒野上り場内1RA,1007.1488,1426.0151
回980,駒野上り場内2RA,1426.0151,1731.548
回980,駒野上り出発4R,1731.548,2343.121
回980,上り閉塞26,2343.121,2799.3142
回980,上り閉塞30,2799.3142,3399.9946
回980,上り閉塞36,3399.9946,4046.879
回980,上り閉塞42,4046.879,4650.184
回980,上り閉塞48,4650.184,5340.555
回980,上り閉塞56,5340.555,6019.761
回980,上り閉塞62,6019.761,6620.7754
回980,上り閉塞68,6620.7754,7175.1133
回980,上り閉塞74,7175.1133,7596.0674
回980,津崎上り場内1RA,7596.0674,7991.9214
回980,津崎上り出発3R,7991.9214,8386.803
回980,上り閉塞86,8386.803,8891.784
回980,上り閉塞92,8891.784,9258.271
回980,浜園上り場内1R,9258.271,9484.636
回980,浜園上り出発2R,9484.636,10066.134
回980,上り閉塞102,10066.134,10626.187
回980,上り閉塞108,10626.187,11222.354
回980,上り閉塞114,11222.354,11776.202
回980,上り閉塞120,11776.202,12140.347
回980,上り閉塞124,12140.347,12586.171
回980,新野崎上り場内1RB,12586.171,12965.925
回980,新野崎上り出発11R,12965.925,13377.917
回980,上り閉塞136,13377.917,13861.949
回980,上り閉塞142,13861.949,14327.646
回980,上り閉塞146,14327.646,14827.986
回980,江ノ原検車区上り場内1RC,14827.986,15320.94
