diaName,signalName,StartMeter,EndMeter
1285C,大道寺入換112L,8.694834,129.13542
1285C,大道寺入換110LC,129.13542,266.6933
1285C,大道寺入換103L,266.6933,409.104
1285C,大道寺下り出発1L,409.104,954.4978
1285C,江ノ原検車区下り場内1LA,954.4978,1241.0121
1285C,下り閉塞151,1241.0121,1759.9272
1285C,下り閉塞145,1759.9272,2041.6658
1285C,下り閉塞143,2041.6658,2535.6492
1285C,下り閉塞137,2535.6492,2893.2227
1285C,新野崎下り場内5LA,2893.2227,3221.364
1285C,新野崎下り場内3L,3221.364,3367.4844
1285C,新野崎下り出発1L,3367.4844,3917.4631
1285C,下り閉塞123,3917.4631,4514.06
1285C,下り閉塞117,4514.06,5116.079
1285C,下り閉塞111,5116.079,5672.988
1285C,下り閉塞105,5672.988,5995.923
1285C,下り閉塞103,5995.923,6452.1753
1285C,浜園下り場内2L,6452.1753,6820.9917
1285C,浜園下り出発1L,6820.9917,7391.3896
1285C,下り閉塞89,7391.3896,7935.557
1285C,津崎下り場内3LA,7935.557,8301.976
1285C,津崎下り出発1L,8301.976,8817.19
1285C,下り閉塞75,8817.19,9189.838
1285C,下り閉塞71,9189.838,9587.998
1285C,下り閉塞67,9587.998,10273.627
1285C,下り閉塞59,10273.627,10837.868
1285C,下り閉塞55,10837.868,11338.316
1285C,下り閉塞49,11338.316,11837.25
1285C,下り閉塞45,11837.25,12238.558
1285C,下り閉塞41,12238.558,12874.505
1285C,下り閉塞35,12874.505,13560.886
1285C,下り閉塞27,13560.886,14073.431
1285C,駒野下り場内11LA,14073.431,14574.3125
1285C,駒野下り出発2L,14574.3125,15000.935
1285C,駒野下り出発1L,15000.935,15313.447
1285C,下り閉塞9,15313.447,15554.591
1285C,下り閉塞7,15554.591,15806.314
1285C,館浜下り場内1LC,15806.314,16287.51
