diaName,signalName,StartMeter,EndMeter
602A,館浜上り出発1R,14.99523,313.1493
602A,上り閉塞6,313.1493,510.0826
602A,上り閉塞8,510.0826,999.42554
602A,駒野上り場内1RA,999.42554,1418.3031
602A,駒野上り場内2RA,1418.3031,1723.8391
602A,駒野上り出発4R,1723.8391,2335.4175
602A,上り閉塞26,2335.4175,2791.6206
602A,上り閉塞30,2791.6206,3392.2954
602A,上り閉塞36,3392.2954,4039.1716
602A,上り閉塞42,4039.1716,4642.4946
602A,上り閉塞48,4642.4946,5332.864
602A,上り閉塞56,5332.864,6012.075
602A,上り閉塞62,6012.075,6613.0796
602A,上り閉塞68,6613.0796,7167.423
602A,上り閉塞74,7167.423,7588.38
602A,津崎上り場内1RA,7588.38,7984.2256
602A,津崎上り出発3R,7984.2256,8379.112
602A,上り閉塞86,8379.112,8884.075
602A,上り閉塞92,8884.075,9250.532
602A,浜園上り場内1R,9250.532,9476.906
602A,浜園上り出発2R,9476.906,10058.395
602A,上り閉塞102,10058.395,10618.444
602A,上り閉塞108,10618.444,11214.606
602A,上り閉塞114,11214.606,11768.473
602A,上り閉塞120,11768.473,12132.594
602A,上り閉塞124,12132.594,12578.117
602A,新野崎上り場内1RA,12578.117,12956.165
602A,新野崎上り出発12R,12956.165,13369.402
602A,上り閉塞136,13369.402,13853.418
602A,上り閉塞142,13853.418,14319.107
602A,上り閉塞146,14319.107,14818.796
602A,江ノ原検車区上り場内1RA,14818.796,15323.256
602A,上り閉塞156,15323.256,15528.706
602A,大道寺上り場内1RA,15528.706,15733.868
602A,大道寺上り場内2R,15733.868,15878.59
